17,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,CAUTI Observed Cases,HAI_2_NUMERATOR,29,1/1/2015,12/31/2015
18,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Catheter-associated urinary tract infections CAUTI in ICUs and select wards,HAI_2_SIR,1.427,1/1/2015,12/31/2015
19,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,1.41,1/1/2015,12/31/2015
20,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,3.575,1/1/2015,12/31/2015
21,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,CAUTI Urinary Catheter Days,HAI_2a_DOPC_DAYS,6502,1/1/2015,12/31/2015
22,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,CAUTI Predicted Cases,HAI_2a_ELIGCASES,7.803,1/1/2015,12/31/2015
23,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,CAUTI Observed Cases,HAI_2a_NUMERATOR,18,1/1/2015,12/31/2015
24,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Catheter-Associated Urinary Tract Infections CAUTI in ICUs only,HAI_2a_SIR,2.307,1/1/2015,12/31/2015
25,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,SSI Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.95,1/1/2015,12/31/2015
26,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,SSI Colon Upper Confidence Limit,HAI_3_CI_UPPER,3.334,1/1/2015,12/31/2015
27,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,SSI Colon Number of Procedures,HAI_3_DOPC_DAYS,156,1/1/2015,12/31/2015
28,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,SSI Colon Predicted Cases,HAI_3_ELIGCASES,5.347,1/1/2015,12/31/2015
29,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,SSI Colon Observed Cases,HAI_3_NUMERATOR,10,1/1/2015,12/31/2015
30,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Surgical Site Infection from colon surgery SSI Colon,HAI_3_SIR,1.87,1/1/2015,12/31/2015
31,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,SSI Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,1/1/2015,12/31/2015
32,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,SSI Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.741,1/1/2015,12/31/2015
33,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,SSI Abdominal Number of Procedures,HAI_4_DOPC_DAYS,154,1/1/2015,12/31/2015
34,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,SSI Abdominal Predicted Cases,HAI_4_ELIGCASES,1.721,1/1/2015,12/31/2015
35,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,SSI Abdominal Observed Cases,HAI_4_NUMERATOR,0,1/1/2015,12/31/2015
36,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Surgical Site Infection from abdominal hysterectomy SSI Hysterectomy,HAI_4_SIR,0,1/1/2015,12/31/2015
37,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,0.107,1/1/2015,12/31/2015
38,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,1.148,1/1/2015,12/31/2015
39,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,MRSA Patient Days,HAI_5_DOPC_DAYS,83773,1/1/2015,12/31/2015
40,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,MRSA Predicted Cases,HAI_5_ELIGCASES,7.111,1/1/2015,12/31/2015
41,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,MRSA Observed Cases,HAI_5_NUMERATOR,3,1/1/2015,12/31/2015
42,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Methicillin-resistant Staphylococcus Aureus MRSA Blood Laboratory-identified Events Bloodstream infections,HAI_5_SIR,0.422,1/1/2015,12/31/2015
43,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,0.562,1/1/2015,12/31/2015
44,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,1.073,1/1/2015,12/31/2015
45,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,C.diff Patient Days,HAI_6_DOPC_DAYS,81130,1/1/2015,12/31/2015
46,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,C.diff Predicted Cases,HAI_6_ELIGCASES,47.018,1/1/2015,12/31/2015
47,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,C.diff Observed Cases,HAI_6_NUMERATOR,37,1/1/2015,12/31/2015
48,10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,3347938701,Clostridium difficile C.diff. Laboratory-identified Events Intestinal infections,HAI_6_SIR,0.787,1/1/2015,12/31/2015
65,10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,CAUTI Observed Cases,HAI_2_NUMERATOR,5,1/1/2015,12/31/2015
66,10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Catheter-associated urinary tract infections CAUTI in ICUs and select wards,HAI_2_SIR,0.456,1/1/2015,12/31/2015
